User ID,User Age,User Gender,User Income,Starting Place,Preferred Destination,Travel Dates,Travel Duration (days),Travel Purpose,Preferred Travel Mode,Accommodation Type,Total Budget (USD),Accommodation Budget (USD),Activity Budget (USD),Number of Travelers,Preferred Airlines,Preferred Activities,Starting Destination
3960,61,Other,100094,India,Rio de Janeiro,2034-11-03,3,Leisure,Car,Hotel,1025,425,600,3,Emirates,Sightseeing,India
3961,27,Male,96581,USA,Rio de Janeiro,2034-11-04,20,Family Visit,Plane,Resort,2454,1450,1004,1,Qatar,Relaxation,India
3962,47,Other,65368,Canada,Cape Town,2034-11-05,10,Family Visit,Plane,Hostel,7552,3971,3581,4,Qatar,Sightseeing,India
3963,56,Male,63141,UK,Paris,2034-11-06,8,Business,Bus,Hotel,5247,2935,2312,3,Delta,Relaxation,India
3964,28,Female,126668,India,Sydney,2034-11-07,9,Business,Train,Hostel,6249,2559,3690,2,Qatar,Cultural Exploration,India
3965,28,Other,28932,USA,Sydney,2034-11-08,1,Family Visit,Car,Hostel,5121,2546,2575,3,Emirates,Relaxation,India
3966,49,Female,91150,India,Cape Town,2034-11-09,19,Leisure,Car,Resort,5694,2200,3494,3,Emirates,Adventure Sports,India
3967,22,Male,91896,India,Tokyo,2034-11-10,20,Family Visit,Car,Airbnb,6060,3623,2437,5,Emirates,Adventure Sports,India
3968,25,Male,66269,India,Rio de Janeiro,2034-11-11,6,Family Visit,Car,Hotel,6919,3564,3355,3,United,Cultural Exploration,India
3969,20,Other,20664,Australia,New York,2034-11-12,19,Leisure,Train,Hostel,2233,1264,969,1,Lufthansa,Relaxation,India
3970,67,Male,144934,India,New York,2034-11-13,17,Business,Bus,Resort,1702,927,775,3,Qatar,Cultural Exploration,India
3971,42,Male,132198,Canada,Cape Town,2034-11-14,12,Leisure,Plane,Resort,3655,1764,1891,5,United,Sightseeing,India
3972,32,Female,94531,UK,Cape Town,2034-11-15,1,Leisure,Bus,Hostel,8738,3947,4791,2,Emirates,Adventure Sports,India
3973,45,Male,100471,USA,Cape Town,2034-11-16,10,Business,Car,Airbnb,9190,3750,5440,3,Lufthansa,Cultural Exploration,India
3974,68,Male,111185,UK,New York,2034-11-17,4,Family Visit,Car,Hostel,2176,685,1491,3,Qatar,Sightseeing,India
3975,69,Male,26117,India,Tokyo,2034-11-18,20,Business,Car,Hostel,8504,3309,5195,2,Lufthansa,Cultural Exploration,India
3976,22,Other,52282,USA,Tokyo,2034-11-19,8,Leisure,Bus,Hotel,6066,3114,2952,3,Qatar,Sightseeing,India
3977,44,Male,36727,USA,Rio de Janeiro,2034-11-20,20,Family Visit,Car,Resort,9661,5390,4271,2,Qatar,Adventure Sports,India
3978,54,Male,22789,Canada,Cape Town,2034-11-21,13,Family Visit,Train,Hotel,4324,2304,2020,2,Delta,Cultural Exploration,India
3979,44,Female,26782,UK,Paris,2034-11-22,9,Leisure,Train,Hotel,4991,2782,2209,3,Emirates,Adventure Sports,India
3980,19,Other,38364,India,Paris,2034-11-23,5,Business,Bus,Hostel,1297,415,882,3,Delta,Cultural Exploration,India
3981,35,Male,128128,India,Sydney,2034-11-24,7,Business,Car,Airbnb,9829,3180,6649,2,Emirates,Cultural Exploration,India
3982,36,Female,102585,USA,Tokyo,2034-11-25,18,Family Visit,Car,Airbnb,7985,3641,4344,5,United,Sightseeing,India
3983,52,Other,28872,India,Tokyo,2034-11-26,12,Leisure,Car,Airbnb,8534,3740,4794,2,Lufthansa,Adventure Sports,India
3984,57,Other,148974,UK,New York,2034-11-27,8,Business,Train,Hostel,9359,5520,3839,2,Lufthansa,Sightseeing,India
3985,53,Other,148565,India,Rio de Janeiro,2034-11-28,18,Leisure,Bus,Resort,5016,1582,3434,2,United,Relaxation,India
3986,63,Other,140542,Australia,Sydney,2034-11-29,3,Family Visit,Car,Resort,7325,3074,4251,1,Lufthansa,Adventure Sports,India
3987,44,Male,25821,UK,Cape Town,2034-11-30,15,Leisure,Bus,Hotel,3788,1576,2212,2,Delta,Relaxation,India
3988,60,Other,115437,UK,Cape Town,2034-12-01,13,Business,Bus,Hotel,3791,2068,1723,5,Emirates,Relaxation,India
3989,50,Other,55131,India,New York,2034-12-02,7,Family Visit,Train,Airbnb,6164,2513,3651,3,United,Adventure Sports,India
3990,40,Female,72395,Canada,Rio de Janeiro,2034-12-03,17,Business,Plane,Resort,1527,609,918,4,Emirates,Relaxation,India
3991,50,Male,127476,UK,New York,2034-12-04,19,Leisure,Car,Resort,6609,2454,4155,1,Delta,Sightseeing,India
3992,40,Male,83760,Canada,New York,2034-12-05,14,Family Visit,Car,Hotel,666,337,329,5,United,Relaxation,India
3993,36,Other,38834,India,Tokyo,2034-12-06,8,Family Visit,Car,Hotel,4201,1794,2407,2,Lufthansa,Relaxation,India
3994,18,Other,112870,USA,Cape Town,2034-12-07,4,Business,Bus,Hostel,6793,2163,4630,1,Lufthansa,Cultural Exploration,India
3995,28,Female,89917,Canada,Paris,2034-12-08,15,Business,Bus,Resort,4950,2945,2005,4,United,Adventure Sports,India
3996,25,Female,122821,Canada,New York,2034-12-09,11,Business,Car,Resort,4063,1859,2204,2,Qatar,Adventure Sports,India
3997,47,Other,39514,Australia,New York,2034-12-10,3,Family Visit,Plane,Resort,6989,3673,3316,2,United,Sightseeing,India
3998,51,Female,42997,India,Cape Town,2034-12-11,16,Leisure,Bus,Airbnb,2622,962,1660,3,Lufthansa,Adventure Sports,India
3999,18,Other,63270,Australia,New York,2034-12-12,6,Family Visit,Train,Hostel,929,428,501,3,Lufthansa,Cultural Exploration,India
4000,27,Other,25225,India,Rio de Janeiro,2034-12-13,17,Leisure,Plane,Hotel,3830,1931,1899,3,Emirates,Relaxation,India
4001,59,Male,31024,India,Cape Town,2034-12-14,13,Family Visit,Car,Airbnb,2441,954,1487,5,Emirates,Relaxation,India
4002,46,Male,143973,UK,Cape Town,2034-12-15,9,Family Visit,Car,Hotel,4645,2049,2596,3,Lufthansa,Adventure Sports,India
4003,18,Other,37765,USA,Sydney,2034-12-16,14,Leisure,Bus,Hotel,7110,2738,4372,1,Lufthansa,Cultural Exploration,India
4004,24,Female,31145,India,Rio de Janeiro,2034-12-17,10,Family Visit,Train,Airbnb,8759,4132,4627,3,Qatar,Sightseeing,India
4005,65,Male,37065,Canada,Tokyo,2034-12-18,10,Leisure,Car,Hotel,6907,2577,4330,5,Emirates,Sightseeing,India
4006,69,Female,90435,Canada,Rio de Janeiro,2034-12-19,1,Leisure,Bus,Hostel,7104,3747,3357,2,Emirates,Adventure Sports,India
4007,45,Male,50366,Canada,Cape Town,2034-12-20,4,Leisure,Bus,Hotel,7734,4426,3308,5,United,Adventure Sports,India
4008,40,Other,34622,UK,Paris,2034-12-21,18,Business,Bus,Hotel,6395,2557,3838,2,Emirates,Sightseeing,India
4009,50,Other,125622,Canada,Paris,2034-12-22,8,Business,Train,Resort,9664,4096,5568,4,Delta,Cultural Exploration,India
4010,59,Female,33067,USA,Sydney,2034-12-23,11,Family Visit,Plane,Hostel,1057,542,515,3,Delta,Cultural Exploration,India
4011,18,Other,49551,UK,Paris,2034-12-24,5,Leisure,Plane,Hotel,4746,1884,2862,2,Delta,Cultural Exploration,India
4012,39,Female,64750,India,Cape Town,2034-12-25,16,Leisure,Plane,Airbnb,9100,3081,6019,4,Lufthansa,Relaxation,India
4013,64,Male,138197,Australia,New York,2034-12-26,18,Business,Bus,Airbnb,5734,3348,2386,1,Qatar,Sightseeing,India
4014,40,Male,149643,India,Sydney,2034-12-27,20,Family Visit,Bus,Hostel,4264,2467,1797,1,United,Relaxation,India
4015,22,Female,63328,India,Paris,2034-12-28,16,Leisure,Car,Hotel,5914,3254,2660,5,Delta,Relaxation,India
4016,57,Male,146841,Australia,Paris,2034-12-29,17,Leisure,Train,Airbnb,6676,3649,3027,4,Delta,Cultural Exploration,India
4017,62,Female,130038,Canada,Sydney,2034-12-30,6,Business,Train,Hotel,6608,3436,3172,3,Emirates,Adventure Sports,India
4018,66,Female,97213,Australia,Paris,2034-12-31,14,Business,Bus,Resort,7130,2327,4803,4,Emirates,Sightseeing,India
4019,62,Other,95223,UK,Sydney,2035-01-01,19,Family Visit,Train,Resort,6186,2412,3774,2,Emirates,Cultural Exploration,India
4020,67,Other,134374,UK,New York,2035-01-02,16,Family Visit,Plane,Resort,1527,642,885,4,Lufthansa,Adventure Sports,India
4021,43,Female,101777,India,Tokyo,2035-01-03,12,Family Visit,Car,Airbnb,2274,1330,944,5,Qatar,Cultural Exploration,India
4022,22,Female,146545,USA,Cape Town,2035-01-04,12,Family Visit,Car,Airbnb,1291,753,538,5,Lufthansa,Relaxation,India
4023,47,Female,110560,UK,Paris,2035-01-05,2,Leisure,Car,Hotel,7748,3722,4026,3,Emirates,Cultural Exploration,India
4024,61,Other,115142,Canada,New York,2035-01-06,2,Family Visit,Car,Hotel,2941,920,2021,4,United,Relaxation,India
4025,29,Other,135820,UK,New York,2035-01-07,20,Family Visit,Car,Hostel,2200,760,1440,3,Lufthansa,Adventure Sports,India
4026,56,Male,129021,India,Paris,2035-01-08,13,Leisure,Bus,Hotel,8008,2831,5177,2,Qatar,Adventure Sports,India
4027,34,Female,53442,Canada,Rio de Janeiro,2035-01-09,2,Leisure,Plane,Resort,5825,2138,3687,4,Lufthansa,Sightseeing,India
4028,58,Other,147942,Australia,New York,2035-01-10,16,Family Visit,Plane,Hostel,7909,4698,3211,2,United,Adventure Sports,India
4029,58,Female,62586,USA,New York,2035-01-11,15,Family Visit,Plane,Resort,6970,3714,3256,1,Delta,Cultural Exploration,India
4030,50,Other,144849,USA,Cape Town,2035-01-12,3,Leisure,Car,Resort,1711,556,1155,1,Delta,Cultural Exploration,India
4031,33,Other,38983,UK,Paris,2035-01-13,8,Family Visit,Plane,Hostel,6841,4081,2760,3,Emirates,Cultural Exploration,India
4032,20,Other,27039,Australia,New York,2035-01-14,4,Leisure,Train,Resort,7299,3065,4234,5,Delta,Adventure Sports,India
4033,28,Female,122442,Canada,Rio de Janeiro,2035-01-15,1,Leisure,Train,Hotel,3102,1448,1654,5,United,Adventure Sports,India
4034,36,Male,113607,Canada,New York,2035-01-16,16,Business,Bus,Resort,3582,1561,2021,3,United,Adventure Sports,India
4035,30,Female,48630,Australia,Sydney,2035-01-17,17,Leisure,Car,Hotel,6247,2443,3804,4,United,Relaxation,India
4036,61,Female,39175,Australia,Rio de Janeiro,2035-01-18,5,Family Visit,Car,Hostel,1259,390,869,3,Delta,Cultural Exploration,India
4037,20,Other,96780,India,Paris,2035-01-19,14,Leisure,Plane,Airbnb,3009,972,2037,2,Qatar,Adventure Sports,India
4038,44,Female,122421,India,Rio de Janeiro,2035-01-20,2,Family Visit,Bus,Resort,1366,536,830,5,Delta,Sightseeing,India
4039,66,Other,126046,UK,New York,2035-01-21,19,Business,Car,Resort,2547,1011,1536,2,Emirates,Cultural Exploration,India
4040,54,Male,23179,India,Paris,2035-01-22,15,Business,Bus,Hostel,3628,1159,2469,2,Emirates,Cultural Exploration,India
4041,24,Other,46046,UK,Sydney,2035-01-23,16,Business,Train,Hotel,7761,2392,5369,3,Emirates,Sightseeing,India
4042,61,Female,127137,UK,Sydney,2035-01-24,18,Family Visit,Plane,Hotel,809,354,455,3,Delta,Adventure Sports,India
4043,26,Female,54837,Australia,Tokyo,2035-01-25,8,Leisure,Train,Hostel,7554,2713,4841,3,Delta,Cultural Exploration,India
4044,24,Female,142277,UK,Sydney,2035-01-26,13,Business,Bus,Hostel,7457,3631,3826,5,Emirates,Relaxation,India
4045,56,Female,116374,UK,Paris,2035-01-27,14,Leisure,Car,Hotel,1944,840,1104,4,Emirates,Relaxation,India
4046,27,Male,69267,India,Rio de Janeiro,2035-01-28,9,Leisure,Plane,Resort,9719,5407,4312,4,Delta,Relaxation,India
4047,22,Other,20083,USA,Tokyo,2035-01-29,8,Business,Train,Hotel,6215,2946,3269,5,Emirates,Cultural Exploration,India
4048,37,Female,34223,USA,New York,2035-01-30,8,Business,Plane,Hostel,1402,663,739,1,Lufthansa,Adventure Sports,India
4049,66,Other,146961,USA,Tokyo,2035-01-31,19,Leisure,Car,Hotel,8670,4261,4409,3,Emirates,Relaxation,India
4050,55,Male,50667,USA,Cape Town,2035-02-01,6,Business,Bus,Airbnb,7981,3494,4487,5,Lufthansa,Sightseeing,India
4051,62,Female,29465,USA,Sydney,2035-02-02,9,Leisure,Train,Airbnb,4144,2393,1751,5,Emirates,Sightseeing,India
4052,41,Other,39565,USA,Cape Town,2035-02-03,15,Family Visit,Plane,Hostel,4756,2679,2077,2,Delta,Relaxation,India
4053,42,Male,87981,Australia,Tokyo,2035-02-04,8,Leisure,Car,Airbnb,1103,517,586,2,Emirates,Adventure Sports,India
4054,41,Other,36686,USA,Tokyo,2035-02-05,3,Leisure,Car,Hotel,4032,1522,2510,4,Emirates,Relaxation,India
4055,65,Female,118160,UK,New York,2035-02-06,6,Leisure,Plane,Resort,1665,932,733,3,Delta,Adventure Sports,India
4056,41,Other,99083,UK,Paris,2035-02-07,13,Business,Car,Hostel,1138,671,467,5,Emirates,Relaxation,India
4057,20,Female,141026,Canada,Tokyo,2035-02-08,1,Leisure,Train,Airbnb,9302,4075,5227,2,Delta,Sightseeing,India
4058,53,Male,54887,India,Cape Town,2035-02-09,7,Leisure,Plane,Resort,3551,1188,2363,4,Emirates,Adventure Sports,India
4059,44,Female,121698,Australia,Rio de Janeiro,2035-02-10,13,Family Visit,Bus,Resort,1150,665,485,4,Lufthansa,Sightseeing,India
4060,22,Female,24073,Australia,Cape Town,2035-02-11,11,Business,Bus,Hotel,3556,1532,2024,4,United,Sightseeing,India
4061,21,Male,110824,India,New York,2035-02-12,4,Leisure,Train,Hotel,4510,2478,2032,2,United,Adventure Sports,India
4062,23,Female,99116,Canada,Cape Town,2035-02-13,4,Leisure,Bus,Airbnb,7537,3719,3818,1,Lufthansa,Relaxation,India
4063,66,Other,72153,UK,Cape Town,2035-02-14,2,Business,Plane,Hotel,2911,959,1952,5,Delta,Relaxation,India
4064,53,Female,44898,UK,Cape Town,2035-02-15,4,Business,Bus,Resort,683,276,407,1,Delta,Cultural Exploration,India
4065,28,Female,72583,India,Paris,2035-02-16,14,Family Visit,Bus,Resort,6049,2961,3088,1,Lufthansa,Sightseeing,India
4066,54,Male,80593,UK,Sydney,2035-02-17,19,Family Visit,Train,Airbnb,5045,2868,2177,1,Lufthansa,Cultural Exploration,India
4067,23,Female,102064,Canada,Cape Town,2035-02-18,9,Leisure,Plane,Resort,7234,4157,3077,3,United,Cultural Exploration,India
4068,44,Other,146491,Australia,Sydney,2035-02-19,18,Leisure,Car,Resort,4699,2062,2637,4,Emirates,Relaxation,India
4069,57,Female,78411,India,Cape Town,2035-02-20,17,Family Visit,Car,Hotel,7049,2452,4597,2,Lufthansa,Cultural Exploration,India
4070,27,Female,39769,India,New York,2035-02-21,14,Family Visit,Train,Resort,8687,4209,4478,5,Lufthansa,Adventure Sports,India
4071,25,Other,115919,Australia,Sydney,2035-02-22,16,Leisure,Plane,Airbnb,1349,661,688,2,Delta,Sightseeing,India
4072,18,Male,81492,India,New York,2035-02-23,13,Business,Car,Hotel,2225,1105,1120,3,Qatar,Sightseeing,India
4073,52,Female,108233,USA,Rio de Janeiro,2035-02-24,4,Family Visit,Bus,Airbnb,1538,892,646,4,Qatar,Cultural Exploration,India
4074,49,Other,67944,India,Paris,2035-02-25,5,Family Visit,Plane,Hostel,9600,5110,4490,5,Qatar,Adventure Sports,India
4075,64,Other,75681,Australia,New York,2035-02-26,7,Leisure,Plane,Hotel,7617,3990,3627,5,Delta,Sightseeing,India
4076,34,Female,42664,USA,Paris,2035-02-27,10,Business,Train,Resort,758,267,491,1,Emirates,Cultural Exploration,India
4077,50,Other,134707,Canada,Rio de Janeiro,2035-02-28,16,Business,Car,Airbnb,2397,977,1420,2,Delta,Relaxation,India
4078,50,Male,73549,Canada,Paris,2035-03-01,12,Business,Train,Resort,9563,3150,6413,1,United,Adventure Sports,India
4079,52,Male,134356,Australia,Tokyo,2035-03-02,3,Family Visit,Train,Airbnb,2739,1510,1229,2,Emirates,Relaxation,India
4080,26,Male,96897,USA,Paris,2035-03-03,13,Business,Plane,Hotel,8669,5186,3483,1,Lufthansa,Cultural Exploration,India
4081,59,Other,61727,Australia,Paris,2035-03-04,2,Business,Car,Hotel,5504,2676,2828,5,Delta,Relaxation,India
4082,64,Other,24303,USA,Sydney,2035-03-05,5,Business,Plane,Resort,2876,923,1953,1,Emirates,Adventure Sports,India
4083,28,Female,83002,India,New York,2035-03-06,13,Business,Bus,Airbnb,520,162,358,1,Qatar,Cultural Exploration,India
4084,65,Male,52693,India,Rio de Janeiro,2035-03-07,9,Family Visit,Train,Hotel,7051,3923,3128,5,Emirates,Cultural Exploration,India
4085,55,Female,127322,UK,Tokyo,2035-03-08,1,Leisure,Car,Airbnb,6106,2303,3803,1,United,Relaxation,India
4086,20,Other,141662,Australia,Tokyo,2035-03-09,14,Leisure,Train,Airbnb,924,530,394,4,Emirates,Adventure Sports,India
4087,58,Male,75370,Canada,Rio de Janeiro,2035-03-10,1,Leisure,Bus,Airbnb,2058,1018,1040,3,United,Sightseeing,India
4088,42,Female,38940,USA,Cape Town,2035-03-11,16,Family Visit,Bus,Hostel,536,207,329,2,Delta,Sightseeing,India
4089,26,Other,119265,USA,New York,2035-03-12,17,Business,Car,Hotel,7539,4356,3183,5,Qatar,Relaxation,India
4090,28,Other,67630,UK,Tokyo,2035-03-13,12,Family Visit,Train,Resort,8774,4871,3903,4,Lufthansa,Sightseeing,India
4091,20,Female,93794,USA,Paris,2035-03-14,14,Family Visit,Train,Hotel,5970,1944,4026,5,United,Sightseeing,India
4092,23,Other,146975,UK,Tokyo,2035-03-15,11,Business,Plane,Resort,4183,2008,2175,1,Lufthansa,Sightseeing,India
4093,38,Female,67452,Canada,Sydney,2035-03-16,9,Business,Car,Resort,6750,3901,2849,5,Qatar,Cultural Exploration,India
4094,53,Female,131737,Canada,Cape Town,2035-03-17,7,Family Visit,Plane,Resort,6144,3639,2505,5,Lufthansa,Relaxation,India
4095,34,Male,119257,Australia,Paris,2035-03-18,20,Family Visit,Car,Airbnb,3450,1832,1618,3,United,Adventure Sports,India
4096,18,Other,40690,USA,New York,2035-03-19,17,Business,Train,Hotel,8176,4054,4122,1,Emirates,Sightseeing,India
4097,46,Other,59253,Australia,Rio de Janeiro,2035-03-20,10,Business,Bus,Hotel,4097,1525,2572,4,Lufthansa,Sightseeing,India
4098,32,Male,149998,USA,Cape Town,2035-03-21,5,Business,Car,Airbnb,9515,3422,6093,4,Emirates,Sightseeing,India
4099,59,Female,68148,UK,Sydney,2035-03-22,8,Family Visit,Bus,Hotel,2129,797,1332,3,Qatar,Sightseeing,India
4100,43,Female,67381,UK,Cape Town,2035-03-23,11,Family Visit,Bus,Resort,8971,4320,4651,5,Qatar,Cultural Exploration,India
4101,26,Male,94743,India,New York,2035-03-24,3,Family Visit,Train,Hostel,6704,2335,4369,1,Delta,Adventure Sports,India
4102,29,Other,146242,Australia,Sydney,2035-03-25,20,Leisure,Car,Resort,7056,2855,4201,2,Qatar,Adventure Sports,India
4103,56,Male,42837,Canada,Cape Town,2035-03-26,9,Leisure,Plane,Airbnb,2234,900,1334,5,Lufthansa,Adventure Sports,India
4104,68,Male,139991,UK,Cape Town,2035-03-27,11,Family Visit,Bus,Airbnb,7416,2358,5058,4,Lufthansa,Cultural Exploration,India
4105,44,Other,87155,UK,Paris,2035-03-28,9,Family Visit,Plane,Resort,6849,3374,3475,1,Delta,Adventure Sports,India
4106,57,Other,38817,Canada,Rio de Janeiro,2035-03-29,17,Business,Car,Hostel,7549,3411,4138,4,Lufthansa,Adventure Sports,India
4107,51,Other,26446,USA,New York,2035-03-30,19,Family Visit,Bus,Airbnb,2165,1253,912,1,Lufthansa,Relaxation,India
4108,26,Other,123894,Canada,Tokyo,2035-03-31,9,Business,Car,Hotel,8329,4180,4149,3,Qatar,Relaxation,India
4109,30,Female,142379,USA,Cape Town,2035-04-01,7,Business,Plane,Hotel,598,323,275,1,United,Adventure Sports,India
4110,64,Other,93911,Australia,Rio de Janeiro,2035-04-02,17,Leisure,Plane,Hostel,3250,1793,1457,1,Delta,Adventure Sports,India
4111,27,Female,120738,India,Rio de Janeiro,2035-04-03,10,Leisure,Car,Hostel,7234,2822,4412,2,Qatar,Sightseeing,India
4112,65,Male,69312,Canada,Cape Town,2035-04-04,10,Leisure,Train,Resort,3243,1017,2226,2,United,Relaxation,India
4113,49,Female,111521,India,New York,2035-04-05,18,Leisure,Plane,Resort,5573,2088,3485,3,Delta,Cultural Exploration,India
4114,57,Male,124311,Australia,Cape Town,2035-04-06,8,Business,Train,Hotel,2230,946,1284,2,Delta,Cultural Exploration,India
4115,60,Female,123155,Australia,Tokyo,2035-04-07,12,Business,Bus,Resort,9190,4494,4696,1,Delta,Adventure Sports,India
4116,53,Female,107666,India,Tokyo,2035-04-08,16,Family Visit,Car,Hotel,4959,2338,2621,3,Qatar,Relaxation,India
4117,28,Female,134429,Australia,Tokyo,2035-04-09,18,Leisure,Car,Hotel,3712,2204,1508,4,Qatar,Cultural Exploration,India
4118,18,Female,132876,India,Cape Town,2035-04-10,7,Business,Car,Resort,4376,1877,2499,5,Qatar,Adventure Sports,India
4119,26,Male,64321,Canada,New York,2035-04-11,6,Family Visit,Train,Airbnb,5678,1776,3902,1,Lufthansa,Adventure Sports,India
4120,51,Other,74851,Canada,New York,2035-04-12,20,Family Visit,Car,Resort,3131,1235,1896,2,United,Relaxation,India
4121,59,Other,99649,UK,Sydney,2035-04-13,19,Business,Car,Hotel,3431,1536,1895,2,Delta,Adventure Sports,India
4122,47,Female,129847,India,Rio de Janeiro,2035-04-14,8,Family Visit,Bus,Airbnb,836,302,534,5,Qatar,Adventure Sports,India
4123,29,Other,142763,Canada,Paris,2035-04-15,12,Business,Plane,Hostel,8720,3664,5056,5,Delta,Relaxation,India
4124,29,Other,136545,UK,Tokyo,2035-04-16,11,Business,Car,Hotel,6351,3672,2679,2,Qatar,Cultural Exploration,India
4125,18,Female,84930,Canada,Rio de Janeiro,2035-04-17,20,Family Visit,Bus,Hotel,2025,1159,866,3,Delta,Cultural Exploration,India
4126,50,Female,72110,India,Sydney,2035-04-18,15,Leisure,Plane,Airbnb,5519,3264,2255,3,Emirates,Cultural Exploration,India
4127,22,Male,69149,USA,Sydney,2035-04-19,15,Leisure,Plane,Hostel,832,295,537,3,Emirates,Adventure Sports,India
4128,28,Female,35832,Canada,Tokyo,2035-04-20,3,Family Visit,Train,Hotel,2619,1212,1407,2,Lufthansa,Sightseeing,India
4129,48,Other,100631,UK,Rio de Janeiro,2035-04-21,11,Family Visit,Plane,Hotel,5291,2518,2773,1,Delta,Sightseeing,India
4130,49,Female,56027,India,Paris,2035-04-22,1,Family Visit,Bus,Resort,4792,2663,2129,2,Emirates,Adventure Sports,India
4131,51,Other,42421,Australia,Rio de Janeiro,2035-04-23,1,Business,Plane,Airbnb,7555,3899,3656,3,Emirates,Adventure Sports,India
4132,23,Female,94967,Australia,Sydney,2035-04-24,11,Leisure,Car,Resort,6888,3504,3384,3,Lufthansa,Adventure Sports,India
4133,25,Male,46992,India,New York,2035-04-25,2,Leisure,Plane,Hotel,2544,1044,1500,4,United,Relaxation,India
4134,29,Other,49295,USA,New York,2035-04-26,5,Leisure,Car,Hotel,9106,5451,3655,3,United,Relaxation,India
4135,37,Other,81145,USA,Rio de Janeiro,2035-04-27,6,Family Visit,Car,Hostel,9721,5191,4530,4,Delta,Relaxation,India
4136,25,Female,139083,Australia,Sydney,2035-04-28,5,Family Visit,Car,Hotel,8511,4245,4266,4,Delta,Adventure Sports,India
4137,58,Female,41075,India,Cape Town,2035-04-29,1,Business,Plane,Airbnb,5744,3077,2667,2,United,Adventure Sports,India
4138,69,Other,46858,Canada,Paris,2035-04-30,8,Family Visit,Train,Hostel,7101,3258,3843,2,United,Sightseeing,India
4139,60,Male,51867,USA,Tokyo,2035-05-01,12,Business,Train,Airbnb,2402,1141,1261,2,Delta,Sightseeing,India
4140,44,Male,43242,Australia,Rio de Janeiro,2035-05-02,10,Business,Plane,Hostel,9878,4881,4997,3,Emirates,Adventure Sports,India
